Fecha;Pases y Leliq;Compras de divisas;Otros;Intereses;Financiamiento del Tesoro;Total
2019-03-07;-224889,21183153;36547,454;928,358207213255;82351,7535396168;1774,64608469988;-103287
2019-03-08;-244975,364536777;36547,454;778,784179253524;84605,1395614636;1121,98679605971;-121922
2019-03-11;-277532,221537158;36547,454;-62,7257061569841;86887,1825179645;60,3107253502277;-154100
2019-03-12;-278162,645006642;36547,454;-150,759139657024;89868,6868669682;30,2632793303708;-151867
2019-03-13;-278187,307379889;36547,454;25,4337945735247;91794,0640811957;-105,244495880103;-149925,6
2019-03-14;-257005,747192539;36547,454;84,8335687831368;93991,9410260257;-262,481402269558;-126644
2019-03-15;-255662,596673961;36547,454;-309,4580393765;96256,1211753076;-268,520461970032;-123437
2019-03-18;-259866,921102179;36547,454;-919,84921109673;98365,1096945057;-479,793381229592;-126354
2019-03-19;-269733,719832511;36547,454;-1054,38830261669;100719,689733098;-261,035597969719;-133782
2019-03-20;-277843,675130006;36547,454;-1132,12779599661;103133,394105882;-36,6451798797445;-139331,6
2019-03-21;-266265,088105146;36547,454;-1227,14650923646;105572,786820893;-17,5062065098786;-125389,5
2019-03-22;-268132,365685431;36547,454;-1377,97185515644;108051,737006077;61,1465345100118;-124850
2019-03-25;-262053,884840053;36547,454;-1351,64618010651;110349,73639869;-59,6593785298631;-116568
2019-03-26;-242640,038923614;36547,454;-639,700540066455;112881,480856201;88,8046074802533;-93762
2019-03-27;-233492,950993395;36547,454;-559,758899456445;115464,213256881;115,042635970198;-81926
2019-03-28;-231690,935857976;36547,454;-95,4702812665725;117799,519339502;138,432799740276;-77301
2019-03-29;-214420,155344887;36547,454;550,327804733452;120450,529990463;-584,156450309784;-57456
2019-04-01;-206437,102708269;36547,454;266,793518603259;122901,930771346;-93,07558167968;-46814
2019-04-03;-221613,055476158;36547,454;214,322245473274;125660,963532634;-138,684301949768;-59329
2019-04-04;-226485,721655879;36547,454;116,536006563231;128615,570064425;-735,838415109777;-61942
2019-04-05;-258392,841314661;36547,454;277,599687043033;131362,103359067;-80,3157314498079;-90286
2019-04-08;-290740,33887862;36547,454;-134,319491907117;134405,531855996;-101,327485469538;-120023
2019-04-09;-292869,052415145;36547,454;-299,729800366932;137392,865988231;-71,5377727196563;-119300
2019-04-10;-291085,115884838;36547,454;-608,067834296781;139991,213884925;-70,4841657898448;-115225
2019-04-11;-285273,192203909;36547,454;-908,410054406972;142683,633991706;24,5142666102993;-106926
2019-04-12;-269492,491639577;36547,454;-1456,27236771818;145466,176161684;618,133845611423;-88317
2019-04-15;-272663,334855384;36547,454;-1705,70462382778;147982,281386631;-1837,6959074189;-91677
2019-04-16;-281821,708448109;36547,454;-1697,05095598762;150583,390648385;-4440,08524428887;-100828
2019-04-17;-335355,774575398;36547,454;-1422,7382414278;153109,721590094;241,337226731332;-146880
2019-04-22;-330196,385319342;36547,454;-1929,58691061792;157182,823079789;-2194,30484982876;-140590
2019-04-23;-312270,226919502;36547,454;-1828,0136977977;161206,385059759;-4759,59844245902;-121104
2019-04-24;-286917,024766812;36547,454;-1905,94603331761;164420,594974969;-3101,07817483917;-90956
2019-04-25;-254052,67665725;36547,454;-1520,98861967752;167933,512145867;-4674,30086893929;-55767
2019-04-26;-195308,33085582;36547,454;-1111,41172979795;172094,988606356;-2880,70002073887;9342
2019-04-29;-205203,455167185;36547,454;-482,162049247956;174637,562658401;-4559,39944196873;940
2019-04-30;-214334,656327078;36547,454;-1998,79159332538;177026,435293094;-3298,44137269116;-6058
2019-05-02;-220620,275387476;36547,454;-2370,80336322567;179616,570571913;-4906,94582121083;-11734
2019-05-03;-228389,514392502;36547,454;-1766,92989070559;182428,387909548;-2268,39762634084;-13449
2019-05-06;-252231,603812323;36547,454;-1987,06849146551;186225,193529119;-4898,97522533103;-36345
2019-05-07;-258915,524315364;36547,454;-2097,5799598056;189499,54119593;-2073,89092076097;-37040
2019-05-08;-302697,274840636;36547,454;-2457,55591496543;192424,712906873;-5229,33615127109;-81412
2019-05-09;-325468,028030626;36547,454;-2322,77191198522;195120,329202533;-8180,98325992129;-104304
2019-05-10;-350922,059254101;36547,454;-2169,58090519522;197786,653170117;-2811,46701082111;-121569
2019-05-13;-329790,094960296;36547,454;-2272,09718067487;200810,672573692;-5015,9344327211;-99720
2019-05-14;-312019,08655971;36547,454;-2117,05276325496;203792,819449206;-2352,13412624095;-76148
2019-05-15;-295194,597674271;36547,454;-2381,78975448488;206900,836837917;-5323,90340916111;-59452
2019-05-16;-297878,273045467;36547,454;-2425,6213745451;209877,037558923;-7968,59713891087;-61848
2019-05-17;-302786,975507357;36547,454;-1643,68491293502;212836,795845983;-2789,58942569089;-57836
2019-05-20;-315559,701653924;36547,454;-1867,22726598473;215496,91404739;-5328,43912748113;-70711
2019-05-21;-339004,894690993;36547,454;-1924,22639270484;218169,663759339;-2304,9966756412;-88517
2019-05-22;-327965,054109648;36547,454;-1887,7925549045;220992,385004944;-4891,99234039145;-77205
2019-05-23;-314796,252165998;36547,454;-1940,00321791516;223968,288769514;-7584,48738560086;-63805
2019-05-24;-324402,497895929;36547,454;-1787,11380203477;226970,133250885;-31319,9755529213;-93992
2019-05-27;-308442,216584182;36547,454;-1713,87588801505;229806,164589398;-31466,526117201;-75269
2019-05-28;-299128,751706652;36547,454;-960,548585094996;232784,831342108;-36799,9850503611;-67557
2019-05-29;-294987,723313253;36547,454;-734,914552914905;235437,240191869;-39450,0563257012;-63188
2019-05-30;-295339,674489516;36547,454;-532,562988124953;238215,633946922;-42008,8504692811;-63118
2019-05-31;-285120,296421037;36547,454;-615,515080694705;241371,097398533;-44707,7398968014;-52525
2019-06-03;-281521,382418597;36547,454;-783,867240294862;244194,760306573;-2413,9646476812;-3977
2019-06-04;-295921,968752577;36547,454;-728,198959394719;246992,574665223;-5064,86095325138;-18175
2019-06-05;-337890,967295286;-36664,9856148853;-372,98636456476;249549,381871742;64678,5574029939;-60701
2019-06-06;-395707,456814788;-36664,9856148853;-351,73503707494;251805,431421074;58731,746045674;-122187
2019-06-07;-399716,924648306;-36664,9856148853;-647,60184962497;254758,391351752;68361,1207610639;-113910
2019-06-10;-398297,15340163;-36664,9856148853;-212,482712454794;257848,478375646;68572,1433533237;-108754
2019-06-11;-396561,886718725;-36664,9856148853;204,123820010222;260834,884858266;65876,8636553339;-106311
2019-06-12;-375521,648214943;-36664,9856148853;896,827434945675;263962,328901539;63100,4774933438;-84227
2019-06-13;-383103,996537149;-36664,9856148853;3700,26031573565;266953,766441644;59945,9553946538;-89169
2019-06-14;-395041,505886475;-36664,9856148853;4520,28173726606;269928,278041101;71202,9317229935;-86055
2019-06-18;-374613,042180531;-36664,9856148853;3165,93310710588;273378,922300757;68169,1723875537;-66564
2019-06-19;-374730,126119033;-36664,9856148853;4643,01450649537;276685,526132869;66143,5710945541;-63923
2019-06-21;-400959,847996863;-27974,6456148853;5301,08390583553;280205,479142309;71345,9305636038;-72082
2019-06-24;-400645,875776863;-19391,6456148853;6831,18943503583;284898,237074859;68886,0948818536;-59422
2019-06-25;-393366,30354964;-19391,6456148853;8925,95920162542;289624,068553546;71397,9214093541;-42810
2019-06-26;-363693,354225534;-19391,6456148853;10980,630289576;292633,889921579;72939,4796292639;-6531
2019-06-27;-364458,11461328;-19391,6456148853;10323,4127309959;295723,941225856;70137,4062713138;-7665
2019-06-28;-393608,307351199;-19391,6456148853;10663,8042455756;298652,040372115;70510,1083483939;-33174
2019-07-01;-397168,080140353;14566,9943851147;11216,0567504958;301646,186319428;73542,8426853137;3804
2019-07-02;-429734,829438948;14566,9943851147;12514,7853447044;304349,402438844;73526,6472702848;-24777
2019-07-03;-499152,486827886;23059,9943851147;14300,0440325155;306474,791332362;71896,6570778938;-83421
2019-07-04;-489817,372355161;23059,9943851147;15492,5586062355;309083,666918807;74464,1524450038;-67717
2019-07-05;-483807,490438229;23059,9943851147;15647,3947644456;312026,531111655;69439,5701770137;-63634
2019-07-10;-494019,223341849;23059,9943851147;15849,7793921659;315968,518472705;70047,9310918635;-69093
2019-07-11;-487954,959221488;23059,9943851147;16552,9317577656;319850,356739693;73433,6763389138;-55058
2019-07-12;-498785,075721382;23059,9943851147;16671,9453433156;323527,176700188;72939,9592927637;-62586
2019-07-15;-475966,539761228;23059,9943851147;17104,2603964549;327296,748822953;73247,5361567044;-35258
2019-07-16;-464523,771763617;23059,9943851147;14547,279169366;331670,507118743;72739,9910903935;-22506
2019-07-17;-449739,790441577;23059,9943851147;13527,8044350656;334742,803301453;72938,188319944;-5471
2019-07-18;-431739,11668968;23059,9943851147;13984,7879915559;337577,242439595;73463,0918734137;16346
2019-07-19;-415551,238362114;23059,9943851147;15465,8869147762;340481,537733009;73620,8193292135;37077
2019-07-22;-460932,914385288;23059,9943851147;15464,6158602657;342567,261994314;73439,0421455939;-6402
2019-07-23;-446362,019325638;23059,9943851147;15916,3302795057;345171,598867334;73264,0957936836;11050
2019-07-24;-446143,679547147;23059,9943851147;15347,8632211856;348024,043794563;73520,7781462838;13809
2019-07-25;-430157,224963818;23059,9943851147;14723,3442897158;350628,925254403;73436,9610345838;31692
2019-07-26;-455238,667131262;23059,9943851147;13482,0769779959;353347,452602787;73532,1431653637;8183
2019-07-29;-500393,555570339;23059,9943851147;13818,9832614456;355957,935630185;73501,6422935939;-34055
2019-07-30;-551509,273140113;23059,9943851147;12894,2790782759;358407,859244678;73457,1404320437;-83690
2019-07-31;-540008,126811223;23059,9943851147;12501,793998226;361275,763129678;73490,5752982038;-69680
2019-08-01;-566062,411351097;23059,9943851147;12605,7432157857;363724,552355773;73505,121394424;-93167
2019-08-02;-556600,671301891;23059,9943851147;11676,0401090757;366731,951127866;71733,6856798341;-83399
2019-08-05;-534592,826636158;23059,9943851147;11149,7468683159;369925,663277204;73267,4221055239;-57190
2019-08-06;-537040,915437747;23059,9943851147;9967,36689979462;373018,434110313;72034,120042525;-58961
2019-08-07;-535166,831782031;23059,9943851147;9799,52450402588;375835,450564367;72058,8623285239;-54413
2019-08-08;-536776,496652878;23059,9943851147;9433,49844378486;378650,803720364;73410,2001036149;-52222
2019-08-09;-552140,286372475;23059,9943851147;9777,74472598593;381604,95173658;73469,595524794;-64228
2019-08-12;-405721,890575678;17285,6933851147;9684,68745578588;384629,260253203;72617,249481574;78495
2019-08-13;-407304,77077247;8990,4363851147;-4658,07542398481;387866,566776495;72797,8430348448;57692
2019-08-14;-499109,143966837;-5650,63161488529;-6287,25870285399;390772,794074922;72210,240209654;-48064
2019-08-15;-520365,420556186;-5650,63161488529;-8360,53655156419;393857,669187351;73375,9195352841;-67143
2019-08-16;-613220,411908002;-5650,63161488529;-8368,1692844644;397177,324653198;74841,8881541542;-155220
2019-08-20;-620088,627461662;-138851,895614885;-7751,24936458442;399349,993270338;199449,779170794;-167892
2019-08-21;-580848,250558297;-144020,927614885;-7746,61485650418;404048,538515193;199930,254514494;-128637
2019-08-22;-572587,901895514;-144020,927614885;-7089,52730692446;408517,267178559;199920,089638764;-115261
2019-08-23;-623283,70982532;-146785,431614885;-6432,76020310464;413175,947851985;199873,953791324;-163452
2019-08-26;-579725,583302387;-146785,431614885;-6405,05315770441;420421,731444722;199644,336630254;-112850
2019-08-27;-618956,021457228;-163602,595614885;-6153,66873584565;422573,718800714;199731,567007245;-166407
2019-08-28;-574357,85684912;-184940,222614885;-6974,57402059487;426283,538632496;199698,114852104;-140291
2019-08-29;-504645,123089829;-197905,046614885;-6930,34784855457;430191,965822925;199736,551730344;-79552
2019-08-30;-518156,950636767;-220774,566614885;-7916,1773243647;434344,597744924;199699,096831094;-112804
2019-09-02;-252983,317645776;-220774,566614885;3428,95276412469;440131,634018093;199109,297478444;168912
2019-09-03;-292948,128054866;-231934,043614885;3780,16343404413;442884,165494602;201009,842741105;122792
2019-09-04;-323718,868265493;-241037,684914885;4698,09383331425;445779,94494188;201671,514405185;87393
2019-09-05;-356388,18499416;-246621,992214885;6726,94404099544;448224,611369457;201653,621798593;53595
2019-09-06;-400077,545878012;-246621,992214885;7139,05864517467;450874,956529848;203149,522917874;14464
2019-09-09;-492828,528764639;-251103,672214885;7632,1651042451;455037,692618455;203118,343256824;-78144
2019-09-10;-488685,146769255;-249535,934814885;9076,91178934499;459053,743610242;203272,426184554;-66818
2019-09-11;-470827,366525681;-252680,855614885;11048,3361244548;462989,405259107;202305,480757004;-47165
2019-09-12;-486076,482807264;-252680,855614885;12441,7877158352;466433,8533981;201979,697308213;-57902
2019-09-13;-514654,923295794;-258841,055614885;11311,7676808849;469963,030624211;202228,180605584;-89993
2019-09-16;-531822,274373412;-276540,501714885;12328,999364095;474615,538897389;201922,237826814;-119496
2019-09-17;-520289,197461483;-280634,309714885;13216,3236463049;478690,041635739;202731,141894324;-106286
2019-09-18;-540296,512824076;-290680,736914885;13844,3860716138;482598,384757293;202455,478910055;-132079
2019-09-19;-543127,935337892;-294080,567314885;14148,2182916551;486392,195173829;203099,089187294;-133569
2019-09-20;-524543,835706567;-299576,032114885;14512,5491719451;490309,340975793;203075,977673714;-116222
2019-09-23;-535576,093374156;-304415,655714885;14532,8329699248;495038,535219463;202929,380899654;-127491
2019-09-24;-557187,931385553;-304585,855714885;15142,6178865549;498399,92406625;202366,245147634;-145865
2019-09-25;-545146,506829058;-304585,855714885;15602,9122958646;502460,289472955;202674,160775124;-128995
2019-09-26;-548371,258089256;-308188,281314885;16553,3382727148;506135,040417733;202953,160713694;-130918
2019-09-27;-576625,634795751;-193663,376314885;16660,4522059349;509662,998802928;118205,560101773;-125760
2019-09-30;-566437,072574169;-205387,807814885;16554,0666465943;514509,012548026;141813,801194434;-98948
2019-10-01;-541346,179052853;-217131,537814885;16375,2825631857;518125,14153684;151755,292767713;-72222
2019-10-02;-572371,921691271;-226036,158314885;16581,9946721855;521852,294465378;171599,790868593;-88374
2019-10-03;-578855,891168765;-227971,788714885;16442,8749773651;525312,838023541;188957,966882743;-76114
2019-10-04;-577743,156673385;-230194,273514885;16126,7630243448;528893,779103172;189382,888060754;-73534
2019-10-07;-572651,224941769;-233175,797814885;15376,5961683651;532672,343627316;177493,082960973;-80285
2019-10-08;-580693,434034618;-237878,089514885;15268,0053146251;536752,172099565;178545,346135313;-88006
2019-10-09;-556724,190651723;-239327,987514885;15362,7476344847;540588,97398306;183609,456549064;-56491
2019-10-10;-579726,714372558;-241676,724914885;15907,4875388051;544152,387836764;183281,563911873;-78062
2019-10-11;-558279,70902621;-245004,309014885;15816,7027481651;547606,176877927;194137,138415003;-45724
2019-10-15;-533130,297094795;-253924,665514885;16432,1702118749;551780,822995632;194595,969402174;-24246
2019-10-16;-519362,913354505;-264719,390614885;16153,5379888348;555956,235479842;188186,530500713;-23786
2019-10-17;-531466,462599008;-270303,015614885;16124,5650799349;559390,591073385;201431,322060573;-24823
2019-10-18;-521782,828432581;-287326,740414885;15793,4795361448;563289,631852848;201987,457458474;-28039
2019-10-21;-473493,312513429;-308217,080414885;15731,9591427552;567884,987419496;202225,446366063;4132
2019-10-22;-431917,758658795;-334433,580414885;15845,6676748355;570844,005332332;198914,666066513;19253
2019-10-23;-365975,905535991;-367164,942914885;16637,5619325554;574190,401423068;198871,885095253;56559
2019-10-24;-342801,019521863;-408184,242914885;14936,8228645349;576960,15666738;196967,282904833;37879
2019-10-25;-242697,87875098;-456946,142914885;15660,2502042349;580217,909656978;181970,861804653;78205
2019-10-28;-319156,347721001;-454543,742914885;17904,1256538849;583098,499123069;188262,465858933;15565
2019-10-29;-331422,429345179;-448598,832614885;14747,3693049945;585428,493744376;187547,398910694;7702
2019-10-30;-293498,669108081;-448121,182614885;14430,7558820449;588177,289090488;183758,806750433;44747
2019-10-31;-371832,376648856;-448121,182614885;14351,2939184051;590569,617291453;193298,648053883;-21734
2019-11-01;-325000,600787412;-440717,289014885;14413,9512055346;592681,740157949;198718,198438814;40096
2019-11-04;-341930,20582759;-433791,938214885;14261,1135873152;595812,087630127;194752,942825033;29104
2019-11-05;-371338,9097287;-424515,931414885;13835,3971708953;598060,587878077;192699,856094613;8741
2019-11-07;-376008,344651253;-411820,789914885;14320,1950132951;600666,28102602;193900,658526823;21058
2019-11-08;-371109,223921609;-391233,390814885;13689,4417301347;603829,310367506;198495,862638854;53672
2019-11-11;-317311,49560529;-391233,390814885;13959,2250944551;607692,179026557;198624,482299163;111731
2019-11-12;-281806,671196769;-379172,118814885;14081,7966527348;610857,239198946;198543,754159973;162504
2019-11-13;-276930,862859521;-374035,364614885;13217,6745629948;613840,901249938;198360,651661473;174453
2019-11-14;-268591,104812168;-366452,664414885;13850,3776658154;615830,551989245;198476,839571993;193114
2019-11-15;-269542,536326834;-357977,465414885;14208,3546062552;617948,061955961;197126,585179503;201763
2019-11-19;-283912,808389071;-350545,275014885;14232,0679390454;620816,885389798;195875,130075113;196466
2019-11-20;-279005,85636225;-346723,023614885;14046,0734925451;623576,984579837;194724,821904753;206619
2019-11-21;-274151,751135926;-342660,214214885;14147,8935643149;626353,476167953;210777,595618543;234467
2019-11-22;-271526,124671675;-334111,027814885;13993,961576685;628490,705497242;209362,485412633;246210
2019-11-25;-220326,037050147;-324704,825064885;13798,9521251851;631977,862031365;208121,047958483;308867
2019-11-26;-282789,945505316;-318377,547264885;14138,9148896249;633897,655867983;207733,922012593;254603
2019-11-27;-281902,387034378;-317212,006914885;13880,3996771348;636238,522988845;207213,471283283;258218
2019-11-28;-259435,449738536;-317212,006914885;13543,2564337347;638624,232167833;224347,968051853;299868
2019-11-29;-311312,926040047;-316733,446914885;13341,0510493246;640582,226118754;236767,095786853;262644
2019-12-02;-365809,908382886;-320032,856914885;13266,6631367148;643236,233792044;279680,868369013;250341
2019-12-03;-457989,405002107;-317096,914114885;12633,7348331754;645618,189875604;300149,394408213;183315
2019-12-04;-538784,322378346;-314881,109914885;12179,4295361853;647824,932868703;304657,069888343;110996
2019-12-05;-520428,682354762;-315699,812214885;13041,5562660153;650182,1241245;308926,814179133;136022
2019-12-06;-505122,730241462;-344156,848214885;13472,2138928156;652480,82066639;341640,543897143;158314
2019-12-09;-435146,89675207;-344396,648214885;13475,9081410753;656578,741890958;343103,894934923;233615
2019-12-10;-357958,257276916;-344396,648214885;13418,151101325;659473,637692703;342991,116697773;313528
2019-12-11;-364965,903570305;-337787,090714885;13301,9313877451;662155,375872352;343069,687025093;315774
2019-12-12;-431380,850050847;-325435,293214885;13367,2868524247;664186,143362304;357096,713051003;277834
2019-12-13;-463645,825757298;-314919,816214885;13238,9455474749;665841,108726186;362116,587698523;262631
2019-12-16;-410011,999292774;-310732,768214885;13762,7937587248;669390,106301581;362947,867447353;325356
2019-12-17;-438617,029036065;-301258,070214885;14646,353180725;672007,728626693;380425,017443533;327204
2019-12-18;-417015,240983643;-294726,272214885;14878,430529045;674822,2726794;380583,809990083;358543
2019-12-19;-420352,034505496;-284767,074714886;14735,088419065;676931,504268293;381164,516533023;367712
2019-12-20;-424026,8629434;-277768,719714886;14508,4203530148;678570,381055158;431281,781250113;422565
2019-12-23;-369087,997778136;-281338,299714885;14405,4391427746;681565,507705204;442127,350645043;487672
2019-12-26;-472073,030452112;-281338,299714885;14505,6416489246;685457,711661859;441795,976856213;388348
2019-12-27;-445028,142953846;-281976,801714886;14281,2625252747;688840,935663853;444014,746479603;420132
2019-12-30;-451999,758386627;-281976,801714886;14340,3360366051;692712,712098214;513327,511966693;486404
2020-01-02;-493651,080777303;-279311,284214885;13495,8855429346;697125,30877739;530651,170671863;468310
2020-01-03;-550746,339318683;-270937,184214886;13817,8995760446;699859,97916921;533645,644788313;425640
2020-01-06;-661851,007775707;-269202,549214886;13800,5851941947;704712,925320955;524754,046475443;312214
2020-01-07;-711972,222747792;-265482,056214885;13532,3989763546;708529,66587718;527251,214109143;271859
2020-01-08;-760755,957737758;-257095,993214886;13396,460765055;711084,121280875;527006,368906713;233635
2020-01-09;-783755,002602069;-245022,335464886;13807,9799468352;713473,347963626;520953,010156493;219457
2020-01-10;-813933,097666166;-238681,945464886;13461,2141577146;715732,161869353;520934,667103984;197513
2020-01-13;-793145,573400884;-242137,369464886;13348,4446705643;720346,836913491;520879,661281714;219292
2020-01-14;-809366,678584474;-245591,394464886;13393,7527651045;723225,054585382;520599,265698874;202260
2020-01-15;-833391,616095505;-240040,024464886;13055,8155854447;725517,865558672;521208,959416273;186351
2020-01-16;-841847,698626015;-238690,524464886;13167,8658044647;727995,069706232;521862,287580203;182487
2020-01-17;-858874,673142048;-231477,324464886;12837,8406993244;730244,779000936;522133,377906673;174864
2020-01-20;-821129,915491079;-231477,324464886;12689,5074752244;734840,753005427;523437,979475313;218361
2020-01-21;-736089,990451495;-231477,324464886;12361,8272566451;737653,081434912;523487,406224823;305935
2020-01-22;-751497,631882103;-229495,014464886;12025,2366838952;739185,72694588;524391,682717213;294610
2020-01-23;-863675,011977355;-229495,014464886;11846,0402282549;741041,675285953;528588,310928033;188306
2020-01-24;-782436,330472559;-229495,014464886;11471,1038315551;742334,615281117;528256,625824773;270131
2020-01-27;-549867,771251138;-236414,564464886;11137,869424535;744359,646141556;528570,820149933;497786
2020-01-28;-670266,500436668;-235752,654464886;11097,4976942247;745808,272896805;531474,384310524;382361
2020-01-29;-709162,969229278;-235270,814464886;9715,71712857499;745814,407587495;529255,658978093;340352
2020-01-30;-766635,332836736;-232529,449464886;10905,501577615;747859,519597154;529193,761126853;288794
2020-01-31;-752216,056776966;-236953,104464886;11377,9112060647;747894,108998874;529791,141036913;299894
2020-02-03;-721724,612069606;-237104,279464886;10620,7840798851;747961,688964664;535021,422274433;334775,00378449
2020-02-04;-645765,738933906;-253822,781264886;10977,6312987045;758312,513607234;534940,716151463;404642,34085861
2020-02-05;-645654,038582786;-255222,410264886;11028,5211695445;758311,266528414;536476,476751653;404939,81560194
2020-02-06;-579589,024769506;-254615,545264886;11005,9873705846;764904,048326794;536542,407712963;478247,87337595
2020-02-07;-578527,465469766;-254737,105264886;10511,882041825;764910,855486774;550895,833543753;493054,0003377
2020-02-10;-579809,131494446;-254737,108764886;11644,5632065849;764914,556009824;555667,516471733;497680,39542881
2020-02-11;-557480,510389146;-255653,913764886;11652,4061731245;767739,802146384;555511,234419853;521769,01858533
2020-02-12;-557261,003998156;-258409,290764886;11636,5819794446;767740,880468724;555578,352534463;519285,52021959
2020-02-13;-550523,894641006;-257672,647764886;12376,652902925;770750,390761834;573480,457319233;548410,9585781
2020-02-14;-553510,874888356;-256136,298264886;12363,5627854649;770756,680033354;572515,312211983;545988,38187756
2020-02-17;-550190,331776976;-256105,498264886;11927,2625041152;770769,579639774;580799,910685163;557200,922787191
2020-02-18;-578249,473506316;-257555,290264886;11835,3853029446;775021,872003014;581272,307343263;532324,80087802
2020-02-19;-577013,984590846;-258234,490264886;11932,0720707848;775025,511277154;581217,927545223;532927,03603743
2020-02-20;-664848,993134136;-257492,990264886;11893,2241806847;778124,168914904;611322,378660683;478997,78835725
2020-02-21;-701207,349334586;-254302,090264886;12542,5777406847;778126,534378404;611340,021289093;446499,69380871
2020-02-26;-772400,081667815;-255388,666264886;12783,8226975847;782128,885472532;630941,046926823;398065,00716424
2020-02-27;-867815,135438469;-251691,466264886;12867,9695881845;783868,100759707;630152,993389023;307382,46203356
2020-02-28;-877486,542540589;-252599,777064886;12748,2421820245;783899,624386247;640595,692669603;307157,2396324
2020-03-02;-813931,275577229;-246389,677064886;11282,1660371247;784010,093469347;670166,251449773;405137,55831413
